frase,autor,tags,tfidf_abilities,tfidf_absolutely,tfidf_absurdities,tfidf_accept,tfidf_across,tfidf_act,tfidf_actually,tfidf_admiration,tfidf_admit,tfidf_adventure,tfidf_ahead,tfidf_airless,tfidf_alive,tfidf_alone,tfidf_along,tfidf_also,tfidf_always,tfidf_analyze,tfidf_angel,tfidf_angry,tfidf_animal,tfidf_another,tfidf_answers,tfidf_anyone,tfidf_anything,tfidf_anytime,tfidf_anyway,tfidf_appearance,tfidf_around,tfidf_art,tfidf_asleep,tfidf_attempt,tfidf_author,tfidf_avoid,tfidf_awfully,tfidf_baby,tfidf_bad,tfidf_bag,tfidf_balance,tfidf_bat,tfidf_battle,tfidf_beautiful,tfidf_beauty,tfidf_become,tfidf_begin,tfidf_behind,tfidf_beholder,tfidf_belief,tfidf_believe,tfidf_bella,tfidf_best,tfidf_better,tfidf_bicycle,tfidf_big,tfidf_black,tfidf_bleed,tfidf_blunders,tfidf_book,tfidf_books,tfidf_boring,tfidf_born,tfidf_bought,tfidf_boy,tfidf_brain,tfidf_brave,tfidf_bravery,tfidf_break,tfidf_broken,tfidf_call,tfidf_cannot,tfidf_car,tfidf_carefully,tfidf_case,tfidf_casket,tfidf_cause,tfidf_caution,tfidf_cautiously,tfidf_cedric,tfidf_celebrate,tfidf_cells,tfidf_change,tfidf_changed,tfidf_changing,tfidf_characters,tfidf_chest,tfidf_children,tfidf_chin,tfidf_chocolate,tfidf_choice,tfidf_choices,tfidf_christian,tfidf_christianity,tfidf_church,tfidf_classic,tfidf_climb,tfidf_close,tfidf_closed,tfidf_closes,tfidf_coffin,tfidf_come,tfidf_comforted,tfidf_coming,tfidf_confirms,tfidf_conscience,tfidf_consider,tfidf_could,tfidf_courage,tfidf_course,tfidf_crazy,tfidf_created,tfidf_creating,tfidf_crept,tfidf_cup,tfidf_dark,tfidf_darkness,tfidf_day,tfidf_daydreams,tfidf_dead,tfidf_deal,tfidf_death,tfidf_decide,tfidf_declare,tfidf_default,tfidf_dependence,tfidf_devil,tfidf_die,tfidf_dies,tfidf_difference,tfidf_difficult,tfidf_diggory,tfidf_dissatisfied,tfidf_done,tfidf_door,tfidf_doubt,tfidf_doubting,tfidf_dreamer,tfidf_drink,tfidf_drinking,tfidf_drug,tfidf_dumbledore,tfidf_earth,tfidf_easy,tfidf_edge,tfidf_education,tfidf_either,tfidf_else,tfidf_encumbered,tfidf_end,tfidf_ended,tfidf_enemies,tfidf_enjoyment,tfidf_enough,tfidf_entanglements,tfidf_equally,tfidf_even,tfidf_eventually,tfidf_every,tfidf_everyone,tfidf_everything,tfidf_everywhere,tfidf_excellent,tfidf_expect,tfidf_explain,tfidf_eye,tfidf_eyes,tfidf_face,tfidf_fail,tfidf_failed,tfidf_failing,tfidf_fairy,tfidf_faith,tfidf_fall,tfidf_fantasy,tfidf_far,tfidf_fear,tfidf_feel,tfidf_felt,tfidf_fewer,tfidf_find,tfidf_finding,tfidf_finish,tfidf_first,tfidf_flower,tfidf_follows,tfidf_fool,tfidf_forehead,tfidf_forever,tfidf_forget,tfidf_found,tfidf_free,tfidf_friend,tfidf_friends,tfidf_friendship,tfidf_fully,tfidf_garage,tfidf_garden,tfidf_genius,tfidf_gentleman,tfidf_get,tfidf_girl,tfidf_girls,tfidf_give,tfidf_go,tfidf_god,tfidf_goes,tfidf_going,tfidf_gone,tfidf_gonna,tfidf_good,tfidf_got,tfidf_great,tfidf_grow,tfidf_growing,tfidf_grown,tfidf_half,tfidf_halves,tfidf_hand,tfidf_happen,tfidf_happened,tfidf_happening,tfidf_happens,tfidf_happiness,tfidf_happy,tfidf_harry,tfidf_hate,tfidf_hated,tfidf_head,tfidf_heard,tfidf_heart,tfidf_heresy,tfidf_high,tfidf_hits,tfidf_hobbies,tfidf_hold,tfidf_hope,tfidf_horrible,tfidf_hot,tfidf_house,tfidf_human,tfidf_hurt,tfidf_ideal,tfidf_imagination,tfidf_imagined,tfidf_impenetrable,tfidf_imperfection,tfidf_importantly,tfidf_impossible,tfidf_inconsistency,tfidf_indifference,tfidf_ingredient,tfidf_inside,tfidf_insist,tfidf_intact,tfidf_intelligent,tfidf_intended,tfidf_interfere,tfidf_intimate,tfidf_intolerably,tfidf_irredeemable,tfidf_join,tfidf_jojen,tfidf_judge,tfidf_jumps,tfidf_keep,tfidf_keeping,tfidf_kind,tfidf_kiss,tfidf_kisses,tfidf_kissing,tfidf_knocks,tfidf_know,tfidf_knowing,tfidf_knows,tfidf_lack,tfidf_lady,tfidf_large,tfidf_last,tfidf_late,tfidf_laugh,tfidf_lead,tfidf_learn,tfidf_leaves,tfidf_left,tfidf_let,tfidf_library,tfidf_lie,tfidf_lies,tfidf_life,tfidf_like,tfidf_limits,tfidf_listens,tfidf_little,tfidf_live,tfidf_lived,tfidf_lives,tfidf_living,tfidf_lock,tfidf_logic,tfidf_long,tfidf_look,tfidf_lord,tfidf_lose,tfidf_lost,tfidf_love,tfidf_loved,tfidf_lover,tfidf_lovers,tfidf_loves,tfidf_loving,tfidf_low,tfidf_loyal,tfidf_luxuries,tfidf_mad,tfidf_made,tfidf_madly,tfidf_madness,tfidf_make,tfidf_makes,tfidf_making,tfidf_man,tfidf_marriages,tfidf_matrimony,tfidf_matter,tfidf_matters,tfidf_may,tfidf_mean,tfidf_merit,tfidf_mess,tfidf_might,tfidf_mind,tfidf_minute,tfidf_miracle,tfidf_miserable,tfidf_misinformed,tfidf_miss,tfidf_mistake,tfidf_mistakes,tfidf_moment,tfidf_motionless,tfidf_moving,tfidf_much,tfidf_music,tfidf_musician,tfidf_must,tfidf_nature,tfidf_necessarily,tfidf_necessary,tfidf_need,tfidf_needed,tfidf_needs,tfidf_never,tfidf_new,tfidf_next,tfidf_night,tfidf_nonsense,tfidf_nothing,tfidf_notion,tfidf_novel,tfidf_often,tfidf_oh,tfidf_old,tfidf_one,tfidf_ones,tfidf_onto,tfidf_open,tfidf_opened,tfidf_opens,tfidf_opposite,tfidf_order,tfidf_organized,tfidf_pain,tfidf_painful,tfidf_paradise,tfidf_part,tfidf_path,tfidf_people,tfidf_perfect,tfidf_person,tfidf_phone,tfidf_physicist,tfidf_pity,tfidf_placed,tfidf_places,tfidf_plans,tfidf_pleasure,tfidf_point,tfidf_possibly,tfidf_poured,tfidf_praise,tfidf_prejudice,tfidf_prepared,tfidf_pretty,tfidf_pride,tfidf_probably,tfidf_problem,tfidf_problems,tfidf_process,tfidf_put,tfidf_putting,tfidf_question,tfidf_rapid,tfidf_rather,tfidf_read,tfidf_reader,tfidf_reading,tfidf_reads,tfidf_ready,tfidf_real,tfidf_really,tfidf_reason,tfidf_remember,tfidf_ridiculous,tfidf_riding,tfidf_right,tfidf_risen,tfidf_round,tfidf_safe,tfidf_said,tfidf_say,tfidf_scares,tfidf_schooling,tfidf_second,tfidf_seconds,tfidf_see,tfidf_seem,tfidf_selfishness,tfidf_sense,tfidf_serenely,tfidf_shall,tfidf_shoes,tfidf_show,tfidf_sighed,tfidf_simply,tfidf_sin,tfidf_sisters,tfidf_sit,tfidf_sitting,tfidf_six,tfidf_sixty,tfidf_skin,tfidf_sleepy,tfidf_small,tfidf_smile,tfidf_smiling,tfidf_someday,tfidf_someone,tfidf_something,tfidf_sometimes,tfidf_soon,tfidf_sooner,tfidf_soulmate,tfidf_space,tfidf_spirit,tfidf_stand,tfidf_staring,tfidf_stars,tfidf_start,tfidf_stay,tfidf_still,tfidf_stop,tfidf_strayed,tfidf_strong,tfidf_stupid,tfidf_stupidity,tfidf_success,tfidf_suffering,tfidf_suit,tfidf_sun,tfidf_sunshine,tfidf_sure,tfidf_sweetie,tfidf_sword,tfidf_takes,tfidf_tales,tfidf_talk,tfidf_tea,tfidf_tell,tfidf_terms,tfidf_terrible,tfidf_terrific,tfidf_therefore,tfidf_thing,tfidf_things,tfidf_think,tfidf_thinking,tfidf_thinks,tfidf_though,tfidf_thought,tfidf_thousand,tfidf_thrill,tfidf_time,tfidf_tires,tfidf_today,tfidf_together,tfidf_tomorrow,tfidf_travel,tfidf_treated,tfidf_tried,tfidf_trouble,tfidf_troubles,tfidf_true,tfidf_truer,tfidf_truly,tfidf_trust,tfidf_truth,tfidf_try,tfidf_trying,tfidf_turn,tfidf_twice,tfidf_two,tfidf_typewriter,tfidf_ugliness,tfidf_unbreakable,tfidf_understand,tfidf_unhappy,tfidf_universal,tfidf_unless,tfidf_upon,tfidf_ups,tfidf_us,tfidf_value,tfidf_view,tfidf_voldemort,tfidf_vulnerable,tfidf_wakes,tfidf_walk,tfidf_wander,tfidf_want,tfidf_wants,tfidf_war,tfidf_water,tfidf_way,tfidf_ways,tfidf_well,tfidf_whenever,tfidf_whetstone,tfidf_whole,tfidf_whose,tfidf_wise,tfidf_wish,tfidf_without,tfidf_woman,tfidf_wondering,tfidf_work,tfidf_world,tfidf_worth,tfidf_worthy,tfidf_would,tfidf_wrap,tfidf_write,tfidf_writing,tfidf_written,tfidf_wrote,tfidf_wrung,tfidf_year,tfidf_youer
“The world as we have created it is a process of our thinking. It cannot be changed without changing our thinking.”,Albert Einstein,"['change', 'deep-thoughts', 'thinking', 'world']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.511685576220899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.511685576220899,0.511685576220899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.511685576220899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.511685576220899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7792350882933292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.332859141505999,0.0,0.0,0.0,0.31260119075111514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"“It is our choices, Harry, that show what we truly are, far more than our abilities.”",J.K. Rowling,"['abilities', 'choices']",0.7675283643313486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7675283643313486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7675283643313486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.584426316219997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7675283643313486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6520038342380243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
“There are only two ways to live your life. One is as though nothing is a miracle. The other is as though everything is a miracle.”,Albert Einstein,"['inspirational', 'life', 'live', 'miracle', 'miracles']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3187779906654529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20932591754491328,0.0,0.0,0.0,0.0,0.25576461061454875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8373036701796531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29262507498801826,0.0,0.0,0.0,0.0,0.0,0.18547462077514135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7112769100778448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3556384550389224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3556384550389224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"“The person, be it gentleman or lady, who has not pleasure in a good novel, must be intolerably stupid.”",Jane Austen,"['aliteracy', 'books', 'classic', 'humor']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.511685576220899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2954733374369753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.511685576220899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43466922282534953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.332859141505999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.511685576220899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35765286942980007,0.0,0.0,0.0,0.0,0.0,0.0,0.511685576220899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43466922282534953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
